Ticket_ID,Date,Time_HM,Agent,Category,Subcategory,Status,Wait_Time_Sec,Talk_Time_Sec,Hold_Time_Sec,RNA_Accident,CSAT_Score
100699,2026-01-21,00:00,Anna,Activating and Licensing,Key blocked,Solved,12,278,267,No,
100700,2026-02-02,00:00,Igor,Activating and Licensing,Key blocked,Solved,248,438,87,No,
100701,2025-12-26,00:00,Alex,Activating and Licensing,Key blocked,Solved,13,462,588,No,4
100702,2026-02-13,00:00,Alex,Activating and Licensing,Key blocked,Solved,32,491,583,No,9
100703,2026-02-19,00:00,Alex,Activating and Licensing,Activating by assigning license,Waiting for user info,217,419,415,No,8
100704,2025-12-20,00:00,Dmitriy,Activating and Licensing,Key blocked,Solved,32,158,41,No,
100705,2026-01-29,00:00,Maria,Sale,How to purchase?,Solved,37,287,76,No,
100706,2025-12-10,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Waiting for user info,13,218,47,No,
100707,2025-12-15,00:00,Dmitriy,Sale,Refund: Other Reason/Unknown,Solved,20,230,0,No,9
100708,2025-12-01,00:00,Elena,Activating and Licensing,Key blocked,Solved,22,333,285,No,2
100709,2026-01-05,00:00,Igor,Activating and Licensing,Key blocked,Solved,24,493,123,No,7
100710,2026-01-20,00:00,Dmitriy,Activating and Licensing,Key blocked,Solved,48,273,118,No,8
100711,2025-12-20,00:00,Anna,Activating and Licensing,Key blocked,Waiting for user info,21,381,118,No,
100712,2026-01-01,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Solved,47,299,420,No,1
100713,2025-12-11,00:00,Elena,Activating and Licensing,Activating by assigning license,Solved,19,355,146,No,8
100714,2026-02-24,00:00,Igor,General / Other,Not category,Solved,137,530,95,No,5
100715,2026-01-27,00:00,Alex,Installation or Uninstallation,Error during installation,Escalated (In progress),77,460,565,No,5
100716,2025-12-04,00:00,Elena,Installation or Uninstallation,Error during installation,Solved,12,310,436,No,
100717,2026-01-14,00:00,Alex,Activating and Licensing,Activating by assigning license,Solved,28,514,89,No,2
100718,2026-01-19,00:00,Elena,Sale,Refund: Other Reason/Unknown,Solved,130,292,0,No,2
100719,2026-02-24,00:00,Sveta,Sale,Mistyped email,Solved,40,330,0,No,6
100720,2026-02-18,00:00,Anna,Activating and Licensing,Activating by assigning license,Solved,54,246,281,No,5
100721,2026-01-01,00:00,Maria,Sale,Refund: Other Reason/Unknown,Solved,35,337,0,No,8
100722,2026-01-15,00:00,Anna,Activating and Licensing,Key blocked,Escalated (In progress),130,333,126,No,5
100723,2026-02-06,00:00,Elena,Activating and Licensing,Activating by assigning license,Solved,119,394,137,No,
100724,2026-01-23,00:00,Elena,General / Other,Non support (Prank/Drop),Solved,160,316,0,No,
100725,2026-01-16,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,89,297,573,No,6
100726,2025-12-16,00:00,Sveta,Activating and Licensing,Activating by assigning license,Waiting for user info,186,295,136,No,
100727,2026-02-22,00:00,Elena,General / Other,Non support (Prank/Drop),Solved,27,354,57,No,3
100728,2025-12-11,00:00,Elena,Installation or Uninstallation,Error during installation,Escalated (In progress),46,412,560,No,8
100729,2026-01-29,00:00,Sveta,Sale,How to purchase?,Solved,40,256,0,No,8
100730,2026-02-05,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Waiting for user info,37,234,279,No,8
100731,2025-12-10,00:00,Maria,Activating and Licensing,Activating by assigning license,Solved,18,293,435,No,6
100732,2026-02-21,00:00,Elena,Activating and Licensing,Activating by assigning license,Solved,35,435,35,No,4
100733,2026-01-03,00:00,Igor,Sale,Refund: Other Reason/Unknown,Solved,24,549,0,No,
100734,2025-12-01,00:00,Dmitriy,Sale,Refund: Other Reason/Unknown,Solved,51,277,34,No,8
100735,2025-12-10,00:00,Maria,Installation or Uninstallation,How to install?,Solved,26,268,430,No,8
100736,2026-01-02,00:00,Sveta,Sale,Mistyped email,Solved,7,331,0,No,6
100737,2025-12-02,00:00,Maria,Installation or Uninstallation,Error during installation,Waiting for user info,157,379,560,No,9
100738,2025-12-08,00:00,Anna,Sale,How to purchase?,Solved,45,331,77,No,8
100739,2025-12-15,00:00,Anna,Installation or Uninstallation,How to install?,Solved,31,306,116,No,8
100740,2025-12-05,00:00,Sveta,Activating and Licensing,Key blocked,Solved,27,265,111,No,7
100741,2026-02-10,00:00,Dmitriy,Activating and Licensing,Key blocked,Solved,133,236,568,No,9
100742,2026-02-22,00:00,Dmitriy,Installation or Uninstallation,Error during installation,Solved,15,266,53,No,
100743,2025-12-03,00:00,Sveta,Activating and Licensing,Activating by assigning license,Waiting for user info,177,482,45,No,
100744,2026-01-02,00:00,Igor,Activating and Licensing,Key blocked,Solved,50,522,46,No,
100745,2026-02-03,00:00,Anna,Installation or Uninstallation,Error during installation,Waiting for user info,16,427,74,No,8
100746,2025-12-31,00:00,Alex,Sale,How to purchase?,Solved,37,593,0,No,
100747,2025-12-11,00:00,Maria,Activating and Licensing,Key blocked,Solved,236,380,90,No,2
100748,2026-01-04,00:00,Igor,Sale,Mistyped email,Solved,21,463,0,No,9
100749,2026-02-11,00:00,Igor,Activating and Licensing,Key blocked,Solved,106,494,113,Yes,5
100750,2026-01-01,00:00,Sveta,Installation or Uninstallation,How to install?,Escalated (In progress),173,454,132,No,8
100751,2026-02-03,00:00,Dmitriy,Installation or Uninstallation,How to install?,Solved,118,237,568,No,7
100752,2025-12-09,00:00,Anna,Sale,Refund: Other Reason/Unknown,Escalated (In progress),97,274,148,No,7
100753,2026-01-27,00:00,Igor,Activating and Licensing,Activating by assigning license,Solved,178,402,415,No,3
100754,2025-12-01,00:00,Anna,Installation or Uninstallation,How to install?,Solved,43,286,587,No,7
100755,2025-12-05,00:00,Elena,Sale,Refund: Other Reason/Unknown,Solved,19,346,0,No,5
100756,2026-02-23,00:00,Igor,General / Other,Not category,Solved,38,470,0,No,
100757,2025-12-18,00:00,Anna,Installation or Uninstallation,How to install?,Waiting for user info,20,310,136,No,7
100758,2026-02-24,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Waiting for user info,12,302,423,No,7
100759,2025-12-10,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,123,275,264,No,7
100760,2026-01-22,00:00,Sveta,Sale,Refund: Other Reason/Unknown,Solved,30,304,0,No,
100761,2025-12-03,00:00,Igor,Activating and Licensing,Activating by assigning license,Solved,89,449,112,Yes,
100762,2026-01-13,00:00,Elena,Activating and Licensing,Key blocked,Solved,9,410,106,No,
100763,2026-02-02,00:00,Dmitriy,Sale,How to purchase?,Solved,121,255,0,No,9
100764,2026-01-20,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,42,283,145,No,
100765,2026-02-06,00:00,Anna,Activating and Licensing,Key blocked,Solved,14,245,576,No,7
100766,2025-12-01,00:00,Maria,Sale,Refund: Other Reason/Unknown,Waiting for user info,137,360,136,No,6
100767,2025-12-13,00:00,Alex,Sale,Refund: Other Reason/Unknown,Solved,42,462,0,No,3
100768,2026-01-21,00:00,Elena,Activating and Licensing,Key blocked,Waiting for user info,14,362,87,No,9
100769,2026-01-05,00:00,Alex,Sale,How to purchase?,Solved,56,403,46,Yes,4
100770,2025-12-28,00:00,Alex,Activating and Licensing,Activating by assigning license,Solved,82,461,124,No,4
100771,2026-02-12,00:00,Elena,Sale,Refund: Other Reason/Unknown,Waiting for user info,16,350,0,No,9
100772,2025-12-09,00:00,Maria,Sale,Refund: Other Reason/Unknown,Waiting for user info,17,267,0,No,9
100773,2026-01-01,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Solved,35,373,262,No,
100774,2026-02-03,00:00,Alex,Activating and Licensing,Key blocked,Escalated (In progress),32,482,37,No,3
100775,2026-01-09,00:00,Igor,Activating and Licensing,Activating by assigning license,Solved,28,528,64,No,
100776,2026-02-11,00:00,Elena,Sale,Mistyped email,Solved,21,450,0,No,
100777,2025-12-25,00:00,Igor,Sale,How to purchase?,Solved,29,487,39,No,6
100778,2026-01-12,00:00,Igor,Sale,How to purchase?,Waiting for user info,274,490,0,No,3
100779,2025-12-08,00:00,Maria,Activating and Licensing,Key blocked,Solved,45,346,78,No,
100780,2026-01-13,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,21,307,96,No,
100781,2025-12-16,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Solved,108,303,128,No,9
100782,2026-02-24,00:00,Dmitriy,General / Other,Non support (Prank/Drop),Escalated (In progress),53,237,569,No,4
100783,2025-12-23,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Waiting for user info,16,273,55,No,7
100784,2026-02-23,00:00,Dmitriy,Activating and Licensing,Key blocked,Solved,31,246,133,No,9
100785,2026-02-15,00:00,Anna,Activating and Licensing,Key blocked,Solved,14,328,140,No,9
100786,2026-01-29,00:00,Alex,Sale,Refund: Other Reason/Unknown,Waiting for user info,195,528,0,No,7
100787,2025-12-23,00:00,Anna,General / Other,Non support (Prank/Drop),Solved,177,301,0,No,9
100788,2025-12-23,00:00,Maria,Installation or Uninstallation,Error during installation,Solved,17,394,84,No,7
100789,2026-01-14,00:00,Igor,Sale,Mistyped email,Solved,9,543,0,No,6
100790,2026-01-14,00:00,Anna,Installation or Uninstallation,How to install?,Solved,167,365,440,No,9
100791,2026-01-22,00:00,Sveta,Activating and Licensing,Key blocked,Solved,30,380,83,No,8
100792,2026-01-22,00:00,Maria,Activating and Licensing,Key blocked,Waiting for user info,227,312,134,No,9
100793,2025-12-01,00:00,Elena,Sale,Refund: Other Reason/Unknown,Solved,176,294,35,No,8
100794,2025-12-28,00:00,Sveta,Installation or Uninstallation,Error during installation,Solved,37,378,128,No,4
100795,2025-12-20,00:00,Igor,Installation or Uninstallation,How to install?,Solved,76,535,101,No,2
100796,2026-02-03,00:00,Maria,Activating and Licensing,Activating by assigning license,Solved,116,417,91,No,9
100797,2025-12-16,00:00,Igor,Activating and Licensing,Activating by assigning license,Solved,30,510,567,No,3
100798,2026-01-29,00:00,Dmitriy,Sale,Refund: Other Reason/Unknown,Waiting for user info,14,227,0,No,7
100799,2025-12-18,00:00,Alex,Installation or Uninstallation,Error during installation,Solved,229,479,562,No,6
100800,2026-02-03,00:00,Sveta,Activating and Licensing,Key blocked,Waiting for user info,11,285,130,No,8
100801,2026-02-06,00:00,Maria,Activating and Licensing,Key blocked,Waiting for user info,135,255,282,No,8
100802,2026-02-03,00:00,Anna,Sale,Mistyped email,Solved,84,313,0,No,
100803,2025-12-22,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Solved,32,199,32,No,
100804,2026-01-22,00:00,Sveta,Sale,How to purchase?,Solved,21,292,78,No,4
100805,2025-12-08,00:00,Anna,Activating and Licensing,Activating by assigning license,Escalated (In progress),194,297,579,No,9
100806,2025-12-15,00:00,Elena,Sale,Mistyped email,Waiting for user info,26,378,0,No,1
100807,2026-01-01,00:00,Sveta,Sale,Refund: Other Reason/Unknown,Escalated (In progress),6,376,112,No,5
100808,2026-02-18,00:00,Anna,Installation or Uninstallation,How to install?,Waiting for user info,55,297,63,No,9
100809,2026-02-14,00:00,Maria,Installation or Uninstallation,Error during installation,Solved,33,326,126,No,
100810,2025-12-31,00:00,Sveta,Activating and Licensing,Key blocked,Solved,25,368,418,No,9
100811,2025-12-31,00:00,Maria,Activating and Licensing,Key blocked,Solved,17,338,42,No,
100812,2025-12-15,00:00,Dmitriy,Activating and Licensing,Key blocked,Waiting for user info,30,286,115,No,9
100813,2025-12-05,00:00,Sveta,Activating and Licensing,Activating by assigning license,Waiting for user info,51,346,420,Yes,
100814,2025-12-05,00:00,Maria,Installation or Uninstallation,Error during installation,Solved,71,336,587,No,8
100815,2026-01-18,00:00,Alex,Activating and Licensing,Key blocked,Waiting for user info,160,431,579,No,1
100816,2025-12-14,00:00,Alex,Sale,Mistyped email,Escalated (In progress),282,494,141,No,3
100817,2025-12-16,00:00,Maria,Installation or Uninstallation,Error during installation,Solved,242,368,98,No,8
100818,2026-02-03,00:00,Alex,Sale,Refund: Other Reason/Unknown,Waiting for user info,72,484,115,No,4
100819,2026-02-04,00:00,Maria,Sale,Mistyped email,Solved,29,235,0,No,1
100820,2025-12-08,00:00,Sveta,Sale,Mistyped email,Waiting for user info,32,300,0,No,7
100821,2026-02-18,00:00,Igor,Installation or Uninstallation,How to install?,Solved,117,493,143,No,3
100822,2025-12-18,00:00,Dmitriy,Sale,How to purchase?,Solved,21,277,0,No,9
100823,2025-12-28,00:00,Sveta,Activating and Licensing,Key blocked,Solved,29,285,586,No,
100824,2026-01-08,00:00,Maria,Activating and Licensing,Key blocked,Waiting for user info,13,391,60,No,5
100825,2025-12-19,00:00,Alex,Installation or Uninstallation,Error during installation,Waiting for user info,29,486,426,No,
100826,2026-02-02,00:00,Maria,Installation or Uninstallation,Error during installation,Solved,21,374,274,No,7
100827,2025-12-16,00:00,Igor,Activating and Licensing,Activating by assigning license,Solved,66,457,562,Yes,6
100828,2026-01-13,00:00,Dmitriy,Activating and Licensing,Key blocked,Waiting for user info,13,241,587,No,7
100829,2026-02-04,00:00,Igor,Sale,Mistyped email,Solved,12,492,0,No,
100830,2026-02-13,00:00,Alex,General / Other,Non support (Prank/Drop),Waiting for user info,188,422,137,No,1
100831,2025-12-03,00:00,Igor,Sale,Refund: Other Reason/Unknown,Solved,76,468,0,No,
100832,2025-12-18,00:00,Dmitriy,Sale,Mistyped email,Solved,75,271,0,No,
100833,2025-12-17,00:00,Igor,Activating and Licensing,Key blocked,Solved,83,469,433,No,
100834,2025-12-29,00:00,Anna,Sale,Mistyped email,Solved,193,354,0,No,5
100835,2026-02-19,00:00,Maria,Activating and Licensing,Activating by assigning license,Solved,114,317,103,No,
100836,2026-02-19,00:00,Igor,Sale,How to purchase?,Waiting for user info,146,579,150,No,
100837,2026-02-04,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,191,417,564,No,8
100838,2026-02-12,00:00,Dmitriy,Installation or Uninstallation,Error during installation,Waiting for user info,34,291,81,No,4
100839,2026-01-19,00:00,Igor,General / Other,Non support (Prank/Drop),Solved,80,492,0,Yes,
100840,2026-02-04,00:00,Sveta,Activating and Licensing,Key blocked,Escalated (In progress),45,265,569,No,
100841,2026-01-12,00:00,Igor,Activating and Licensing,Key blocked,Solved,20,416,125,No,2
100842,2025-12-30,00:00,Dmitriy,Sale,Mistyped email,Solved,58,253,0,No,
100843,2026-02-09,00:00,Maria,Activating and Licensing,Key blocked,Solved,109,306,564,No,3
100844,2025-12-26,00:00,Alex,General / Other,Non support (Prank/Drop),Waiting for user info,220,480,143,No,
100845,2026-02-18,00:00,Dmitriy,Sale,Refund: Other Reason/Unknown,Solved,47,252,0,No,
100846,2026-01-12,00:00,Elena,Activating and Licensing,Activating by assigning license,Solved,141,331,82,No,
100847,2026-02-09,00:00,Maria,Activating and Licensing,Key blocked,Solved,29,310,113,No,2
100848,2026-02-08,00:00,Maria,Activating and Licensing,Activating by assigning license,Waiting for user info,141,429,124,No,
100849,2026-01-21,00:00,Elena,Activating and Licensing,Activating by assigning license,Solved,39,463,109,No,
100850,2026-01-05,00:00,Sveta,Installation or Uninstallation,How to install?,Solved,83,422,560,No,8
100851,2026-01-20,00:00,Maria,Installation or Uninstallation,How to install?,Solved,103,408,119,No,8
100852,2026-02-18,00:00,Dmitriy,General / Other,Non support (Prank/Drop),Waiting for user info,20,274,0,No,
100853,2026-02-05,00:00,Alex,Installation or Uninstallation,Error during installation,Solved,139,517,112,No,2
100854,2026-02-06,00:00,Dmitriy,Sale,Refund: Other Reason/Unknown,Solved,22,201,0,No,7
100855,2026-01-20,00:00,Anna,Activating and Licensing,Activating by assigning license,Solved,91,364,440,No,6
100856,2025-12-15,00:00,Maria,Activating and Licensing,Key blocked,Solved,22,290,137,No,7
100857,2026-01-20,00:00,Maria,Installation or Uninstallation,Error during installation,Solved,35,284,118,No,9
100858,2026-02-16,00:00,Anna,Activating and Licensing,Key blocked,Solved,160,295,78,No,9
100859,2025-12-08,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Solved,41,327,121,No,
100860,2026-01-31,00:00,Maria,Sale,How to purchase?,Solved,25,222,57,No,
100861,2026-02-11,00:00,Sveta,Installation or Uninstallation,How to install?,Waiting for user info,262,302,290,No,
100862,2026-02-02,00:00,Dmitriy,Sale,How to purchase?,Waiting for user info,166,326,0,No,
100863,2025-12-27,00:00,Alex,Activating and Licensing,Key blocked,Waiting for user info,11,543,265,No,6
100864,2026-02-03,00:00,Alex,Sale,Refund: Other Reason/Unknown,Escalated (In progress),154,448,123,No,3
100865,2025-12-22,00:00,Maria,Sale,How to purchase?,Solved,217,290,0,No,6
100866,2026-01-05,00:00,Elena,Installation or Uninstallation,Error during installation,Waiting for user info,209,300,433,No,9
100867,2026-01-23,00:00,Elena,Activating and Licensing,Key blocked,Solved,160,390,583,No,
100868,2026-02-10,00:00,Dmitriy,General / Other,Not category,Solved,43,274,0,No,6
100869,2026-02-03,00:00,Alex,Activating and Licensing,Key blocked,Solved,38,514,413,No,6
100870,2025-12-15,00:00,Igor,General / Other,Non support (Prank/Drop),Solved,13,507,0,No,
100871,2026-01-24,00:00,Igor,Activating and Licensing,Activating by assigning license,Solved,80,529,430,Yes,
100872,2026-01-03,00:00,Maria,Sale,Refund: Other Reason/Unknown,Solved,37,397,146,No,9
100873,2026-02-12,00:00,Maria,Activating and Licensing,Key blocked,Solved,40,295,288,No,8
100874,2026-01-09,00:00,Dmitriy,General / Other,Non support (Prank/Drop),Solved,17,318,65,No,
100875,2025-12-10,00:00,Anna,Sale,Refund: Other Reason/Unknown,Solved,156,360,54,No,9
100876,2026-02-09,00:00,Igor,Installation or Uninstallation,Error during installation,Solved,73,466,142,Yes,5
100877,2026-01-13,00:00,Elena,Sale,Refund: Other Reason/Unknown,Solved,14,394,0,No,
100878,2025-12-10,00:00,Sveta,Activating and Licensing,Key blocked,Solved,227,330,81,No,7
100879,2026-01-07,00:00,Anna,Activating and Licensing,Activating by assigning license,Solved,51,398,45,No,
100880,2025-12-23,00:00,Anna,Activating and Licensing,Activating by assigning license,Solved,36,252,72,No,
100881,2026-02-03,00:00,Igor,Installation or Uninstallation,Error during installation,Solved,219,545,30,No,2
100882,2026-02-19,00:00,Elena,Activating and Licensing,Key blocked,Solved,14,407,263,No,
100883,2025-12-09,00:00,Dmitriy,Installation or Uninstallation,How to install?,Solved,20,284,110,No,8
100884,2025-12-06,00:00,Alex,Sale,Refund: Other Reason/Unknown,Solved,51,574,0,No,3
100885,2026-01-28,00:00,Elena,Activating and Licensing,Activating by assigning license,Waiting for user info,32,316,112,No,
100886,2026-02-16,00:00,Maria,Sale,Refund: Other Reason/Unknown,Waiting for user info,34,420,110,No,7
100887,2025-12-11,00:00,Igor,Installation or Uninstallation,Error during installation,Solved,117,520,59,No,2
100888,2026-02-10,00:00,Anna,Activating and Licensing,Key blocked,Escalated (In progress),151,340,276,No,4
100889,2025-12-26,00:00,Anna,Installation or Uninstallation,How to install?,Waiting for user info,39,367,53,No,7
100890,2026-01-08,00:00,Anna,Sale,Mistyped email,Solved,48,383,0,No,7
100891,2026-02-04,00:00,Anna,Sale,Mistyped email,Solved,72,437,0,Yes,
100892,2025-12-08,00:00,Sveta,Activating and Licensing,Key blocked,Solved,26,436,33,No,7
100893,2025-12-02,00:00,Anna,General / Other,Not category,Solved,129,407,106,No,5
100894,2026-01-13,00:00,Igor,Sale,How to purchase?,Solved,40,502,0,No,3
100895,2025-12-19,00:00,Elena,Activating and Licensing,Activating by assigning license,Solved,142,365,107,No,9
100896,2025-12-31,00:00,Dmitriy,Activating and Licensing,Key blocked,Solved,98,228,278,No,9
100897,2025-12-12,00:00,Dmitriy,Activating and Licensing,Key blocked,Waiting for user info,21,266,47,No,5
100898,2025-12-10,00:00,Elena,Sale,How to purchase?,Solved,15,399,0,No,8
100899,2025-12-23,00:00,Igor,Sale,How to purchase?,Solved,14,459,0,No,1
100900,2026-01-14,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,25,406,426,No,1
100901,2026-01-04,00:00,Igor,Activating and Licensing,Key blocked,Solved,141,458,123,No,5
100902,2025-12-09,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Solved,39,216,70,No,
100903,2025-12-05,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Solved,12,257,123,No,7
100904,2025-12-18,00:00,Dmitriy,General / Other,Not category,Solved,15,313,0,No,9
100905,2026-02-23,00:00,Elena,Installation or Uninstallation,Error during installation,Waiting for user info,20,349,124,No,5
100906,2026-02-06,00:00,Maria,Activating and Licensing,Key blocked,Solved,26,373,112,No,8
100907,2026-01-21,00:00,Igor,Activating and Licensing,Activating by assigning license,Solved,172,469,422,No,1
100908,2025-12-04,00:00,Elena,Installation or Uninstallation,Error during installation,Waiting for user info,87,276,70,No,6
100909,2026-01-16,00:00,Alex,Sale,Refund: Other Reason/Unknown,Solved,6,385,0,No,5
100910,2026-01-27,00:00,Dmitriy,Activating and Licensing,Key blocked,Solved,49,217,136,No,9
100911,2025-12-24,00:00,Dmitriy,Sale,How to purchase?,Escalated (In progress),42,269,38,No,
100912,2026-02-06,00:00,Maria,General / Other,Non support (Prank/Drop),Solved,28,401,0,No,5
100913,2026-01-21,00:00,Alex,Sale,Refund: Other Reason/Unknown,Solved,12,455,0,No,
100914,2025-12-06,00:00,Alex,Installation or Uninstallation,How to install?,Solved,67,528,438,No,2
100915,2026-02-06,00:00,Igor,Sale,Mistyped email,Waiting for user info,10,509,0,No,8
100916,2026-02-04,00:00,Anna,Sale,Refund: Other Reason/Unknown,Solved,26,388,49,No,
100917,2025-12-26,00:00,Dmitriy,Installation or Uninstallation,Error during installation,Solved,155,298,580,No,9
100918,2025-12-28,00:00,Sveta,Sale,Refund: Other Reason/Unknown,Solved,11,389,0,No,8
100919,2026-02-23,00:00,Sveta,Sale,Refund: Other Reason/Unknown,Solved,165,347,0,No,8
100920,2026-01-05,00:00,Igor,Activating and Licensing,Key blocked,Solved,108,460,103,No,5
100921,2026-01-28,00:00,Elena,Sale,How to purchase?,Solved,30,391,0,No,
100922,2025-12-26,00:00,Sveta,Activating and Licensing,Key blocked,Solved,254,316,423,No,7
100923,2025-12-01,00:00,Elena,Installation or Uninstallation,How to install?,Solved,227,401,116,No,
100924,2026-02-15,00:00,Maria,Activating and Licensing,Key blocked,Solved,30,374,420,No,6
100925,2026-01-05,00:00,Maria,General / Other,Non support (Prank/Drop),Waiting for user info,20,364,0,No,8
100926,2025-12-18,00:00,Igor,Activating and Licensing,Activating by assigning license,Solved,108,502,110,Yes,
100927,2026-01-20,00:00,Anna,Sale,Refund: Other Reason/Unknown,Solved,99,360,0,No,
100928,2025-12-10,00:00,Anna,Installation or Uninstallation,How to install?,Solved,147,467,413,No,7
100929,2025-12-27,00:00,Igor,Activating and Licensing,Key blocked,Solved,9,491,413,No,5
100930,2025-12-23,00:00,Igor,Installation or Uninstallation,Error during installation,Solved,22,468,126,No,
100931,2026-01-09,00:00,Elena,Installation or Uninstallation,Error during installation,Escalated (In progress),40,348,130,No,8
100932,2026-01-20,00:00,Igor,Installation or Uninstallation,Error during installation,Solved,15,489,118,No,3
100933,2026-01-12,00:00,Sveta,Sale,Refund: Other Reason/Unknown,Waiting for user info,42,331,0,No,2
100934,2025-12-02,00:00,Elena,Sale,Refund: Other Reason/Unknown,Solved,30,470,0,No,
100935,2026-02-19,00:00,Dmitriy,Activating and Licensing,Key blocked,Escalated (In progress),13,261,112,No,7
100936,2026-01-28,00:00,Igor,Activating and Licensing,Activating by assigning license,Escalated (In progress),36,434,147,No,
100937,2026-02-04,00:00,Alex,Activating and Licensing,Activating by assigning license,Solved,133,494,420,No,
100938,2025-12-31,00:00,Anna,Sale,How to purchase?,Waiting for user info,92,333,0,No,6
100939,2025-12-08,00:00,Maria,Sale,How to purchase?,Solved,31,345,0,No,
100940,2026-01-30,00:00,Elena,Installation or Uninstallation,Error during installation,Solved,169,352,113,No,7
100941,2026-02-10,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,26,288,49,No,1
100942,2026-01-15,00:00,Igor,Sale,How to purchase?,Solved,16,463,0,No,5
100943,2026-01-19,00:00,Maria,Sale,Refund: Other Reason/Unknown,Solved,42,310,0,No,7
100944,2025-12-30,00:00,Dmitriy,General / Other,Not category,Solved,181,198,0,No,2
100945,2026-01-26,00:00,Sveta,Sale,How to purchase?,Solved,102,327,0,No,
100946,2026-01-05,00:00,Anna,Activating and Licensing,Activating by assigning license,Solved,30,475,561,No,7
100947,2025-12-15,00:00,Anna,Installation or Uninstallation,Error during installation,Solved,20,300,51,No,
100948,2026-02-02,00:00,Alex,Sale,Refund: Other Reason/Unknown,Solved,24,479,0,No,2
100949,2026-01-16,00:00,Elena,Sale,How to purchase?,Waiting for user info,188,319,79,No,1
100950,2026-01-23,00:00,Maria,Sale,Mistyped email,Solved,31,343,0,No,5
100951,2025-12-01,00:00,Anna,Sale,How to purchase?,Solved,9,289,0,No,
100952,2026-01-11,00:00,Dmitriy,Activating and Licensing,Activating by assigning license,Solved,135,272,34,No,8
100953,2025-12-29,00:00,Dmitriy,Sale,Refund: Other Reason/Unknown,Solved,156,358,0,No,7
100954,2026-02-22,00:00,Elena,Activating and Licensing,Key blocked,Waiting for user info,27,328,138,No,8
100955,2026-02-05,00:00,Sveta,Sale,Refund: Other Reason/Unknown,Solved,30,454,104,No,4
100956,2026-01-12,00:00,Maria,Activating and Licensing,Activating by assigning license,Solved,11,410,122,No,
100957,2025-12-05,00:00,Dmitriy,Activating and Licensing,Key blocked,Waiting for user info,33,370,435,No,
100958,2025-12-26,00:00,Elena,Sale,Refund: Other Reason/Unknown,Solved,26,374,0,No,1
100959,2025-12-17,00:00,Elena,Activating and Licensing,Key blocked,Waiting for user info,87,378,573,No,
100960,2025-12-09,00:00,Anna,Activating and Licensing,Activating by assigning license,Solved,72,280,103,No,7
100961,2026-01-27,00:00,Maria,Activating and Licensing,Activating by assigning license,Solved,51,353,431,No,7
100962,2025-12-25,00:00,Anna,Installation or Uninstallation,Error during installation,Waiting for user info,27,231,131,No,5
100963,2026-01-05,00:00,Igor,Activating and Licensing,Activating by assigning license,Waiting for user info,17,453,115,No,2
100964,2026-01-07,00:00,Alex,Activating and Licensing,Key blocked,Solved,29,499,88,No,1
100965,2025-12-26,00:00,Elena,Activating and Licensing,Key blocked,Waiting for user info,195,372,560,No,6
100966,2025-12-01,00:00,Sveta,Activating and Licensing,Activating by assigning license,Escalated (In progress),9,305,37,No,
100967,2026-02-12,00:00,Dmitriy,Activating and Licensing,Key blocked,Escalated (In progress),25,219,68,No,9
100968,2025-12-31,00:00,Dmitriy,Sale,How to purchase?,Solved,143,285,33,No,6
100969,2025-12-22,00:00,Alex,Sale,How to purchase?,Solved,13,475,0,No,6
100970,2025-12-31,00:00,Dmitriy,General / Other,Non support (Prank/Drop),Solved,11,299,0,No,
100971,2026-02-24,00:00,Sveta,Activating and Licensing,Activating by assigning license,Solved,94,358,124,No,
100972,2026-01-23,00:00,Sveta,Installation or Uninstallation,Error during installation,Solved,38,275,94,No,9
100973,2026-01-06,00:00,Anna,Activating and Licensing,Activating by assigning license,Solved,152,247,146,No,6
100974,2026-02-02,00:00,Anna,Activating and Licensing,Key blocked,Escalated (In progress),120,415,54,Yes,2
100975,2026-01-15,00:00,Igor,Sale,Refund: Other Reason/Unknown,Escalated (In progress),62,464,119,Yes,5
100976,2025-12-01,00:00,Dmitriy,Activating and Licensing,Key blocked,Solved,62,332,43,No,9
100977,2026-01-02,00:00,Maria,Sale,How to purchase?,Solved,16,246,0,No,
100978,2026-02-17,00:00,Igor,Activating and Licensing,Activating by assigning license,Waiting for user info,32,452,66,No,1
100979,2026-02-16,00:00,Elena,Installation or Uninstallation,Error during installation,Solved,28,431,75,No,5
